"chrs","pos"
1,125000
1,875000
1,1125000
1,1375000
1,1625000
1,1875000
1,2125000
1,2375000
1,2625000
1,3125000
1,3375000
1,3625000
1,3875000
1,4875000
1,5125000
1,5875000
1,6125000
1,6375000
1,6625000
1,7625000
1,7875000
1,8375000
1,8625000
1,8875000
1,9125000
1,9375000
1,9625000
1,9875000
1,10125000
1,10375000
1,10625000
1,11125000
1,11375000
1,11625000
1,11875000
1,12125000
1,12375000
1,12625000
1,12875000
1,13125000
1,13375000
1,13875000
1,15375000
1,15625000
1,15875000
1,16125000
1,16375000
1,16625000
1,16875000
1,17125000
1,17375000
1,17625000
1,18125000
1,18625000
1,19125000
1,19375000
1,19625000
1,19875000
1,20125000
1,20375000
1,20625000
1,21125000
1,21875000
1,22125000
1,22375000
1,22875000
1,23125000
1,23625000
1,23875000
1,24125000
1,24375000
1,24625000
1,24875000
1,25375000
1,25625000
1,25875000
1,26125000
1,26375000
1,26625000
1,26875000
1,27125000
1,27375000
1,27875000
1,28125000
1,28375000
1,28625000
1,28875000
1,29125000
1,29625000
1,31125000
1,31375000
1,31625000
1,32125000
1,32375000
1,32625000
1,33125000
1,33625000
1,33875000
1,34125000
1,34375000
1,34625000
1,35125000
1,35375000
1,35625000
1,35875000
1,36125000
1,36375000
1,36625000
1,36875000
1,37375000
1,37875000
1,38125000
1,38375000
1,39375000
1,39625000
1,39875000
1,40125000
1,40375000
1,40625000
1,40875000
1,41125000
1,41375000
1,41625000
1,41875000
1,42125000
1,42625000
1,42875000
1,43125000
1,43375000
1,43625000
1,43875000
1,44125000
1,44375000
1,44625000
1,44875000
1,45125000
1,45375000
1,45625000
1,45875000
1,46125000
1,46625000
1,46875000
1,47125000
1,47375000
1,47625000
1,47875000
1,48125000
1,48625000
1,48875000
1,49125000
1,49375000
1,50125000
1,50375000
1,50875000
1,51625000
1,51875000
1,52125000
1,52375000
1,52875000
1,53125000
1,53375000
1,53625000
1,53875000
1,54375000
1,54625000
1,55125000
1,55375000
1,55625000
1,55875000
1,56875000
1,57125000
1,57375000
1,57625000
1,58625000
1,58875000
1,59125000
1,60375000
1,61875000
1,62125000
1,62375000
1,62625000
1,62875000
1,63125000
1,63375000
1,63875000
1,64125000
1,64375000
1,64625000
1,65125000
1,65375000
1,65625000
1,65875000
1,66125000
1,66625000
1,67125000
1,67375000
1,67625000
1,67875000
1,68625000
1,68875000
1,70625000
1,70875000
1,71375000
1,71625000
1,72375000
1,74625000
1,74875000
1,75125000
1,75375000
1,75625000
1,75875000
1,76125000
1,76375000
1,76875000
1,77375000
1,77625000
1,78125000
1,78375000
1,78625000
1,79125000
1,80625000
1,81625000
1,81875000
1,82375000
1,83375000
1,84375000
1,84625000
1,84875000
1,85125000
1,85375000
1,85625000
1,85875000
1,86125000
1,86375000
1,86625000
1,86875000
1,87125000
1,87375000
1,87625000
1,87875000
1,89375000
1,89625000
1,90125000
1,90375000
1,91625000
1,91875000
1,92125000
1,92375000
1,92625000
1,92875000
1,93125000
1,93375000
1,93625000
1,93875000
1,94125000
1,94375000
1,94625000
1,95375000
1,95625000
1,96875000
1,97125000
1,97625000
1,97875000
1,98625000
1,99125000
1,99875000
1,100125000
1,100875000
1,101125000
1,101625000
1,102375000
1,103375000
1,104125000
1,104625000
1,105125000
1,107375000
1,108125000
1,108375000
1,108875000
1,109125000
1,109375000
